#SampleID,sample_name_backup,sequence_run,run_lane,sample_name_mf,BiologicalMatter,env_sample,Biological_group,coral_group,country,country_region,expedition_number,depth,family,host_clade_sensu_fukami_numeric,Huang_Roy_tree_name,outgroup,complex_robust,functional_group_sensu_darling,Sexual.system,Mode.of.larval.development,sample_name_first_demultiplexing,concatenated_date,reef_name,latitude,longitude,env_matter,local_sample_id,ocean_area,Symbio_ITS2_sequenced,colony_name,phylo_robust,phylo_complex,family_backup,host_genus_id,host_species_id,field_host_name,field_host_genus_id,field_host_species_id,colony_height_m,colony_width1,colony_width2,tissue_compartment,host_genus,host_species,host_clade_sensu_fukami,temperature,NCBI_inherited_blast_name,full_taxonomy_string_with_clade,taxonomy_string_to_clade,taxonomy_string_to_family,Genus.fossil.age,Genus.fossil.age.unit,sample_type_EMP,Species.age.phylogeny,Species.age.phylogeny.unit,Zooxanthellate,political_area,ocean,hemisphere,sampling_expedition,collected_by
E7.17.Cyp.micr.1.20150621.S_S176,E7.17.Cyp_Micr.1.20150621_S,OSU_Miseq_v4_2107,AN5UL,Pollock552_WA_229_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV_Cyphastrea_micropthalma,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Cyp_Micr.1.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_229_S,Eastern Indian,n,E7.17.Cyp_Micr.1.20150621,yes,yes,Merulinidae,Cyphastrea,microphthalma,Cyphastrea microphthalma,Cyphastrea,microphthalma,18,25,26,S,Cyphastrea,microphthalma,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Cyphastrea_microphthalma,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,33.9,mya,Coral Skeleton,1.237263313,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Cyp.micr.2.20150621.S_S208,E7.17.Cyp_Micr.2.20150621_S,OSU_Miseq_v4_2107,ALVCP,Pollock201,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV_Cyphastrea_micropthalma,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Cyp_Micr.2.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_230_S,Eastern Indian,n,E7.17.Cyp_Micr.2.20150621,yes,yes,Merulinidae,Cyphastrea,microphthalma,Cyphastrea microphthalma,Cyphastrea,microphthalma,22,25,20,S,Cyphastrea,microphthalma,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Cyphastrea_microphthalma,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,33.9,mya,Coral Skeleton,1.237263313,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Cyp.micr.3.20150621.S_S207,E7.17.Cyp_Micr.3.20150621_S,OSU_Miseq_v4_2107,ALVCP,Pollock202,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV_Cyphastrea_micropthalma,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Cyp_Micr.3.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_231_S,Eastern Indian,n,E7.17.Cyp_Micr.3.20150621,yes,yes,Merulinidae,Cyphastrea,microphthalma,Cyphastrea microphthalma,Cyphastrea,microphthalma,14,14,14,S,Cyphastrea,microphthalma,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Cyphastrea_microphthalma,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,33.9,mya,Coral Skeleton,1.237263313,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Ech.lame.1.20150620.S_S196,E7.17.Ech.lame.1.20150620_S,OSU_Miseq_v4_2107,ALVCP,Pollock197,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Merulinidae,17,FAV_Echinopora_lamellosa,n,robust,Unknown,hermaphrodite,spawner,E7.17.Ech.lame.1.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_223_S,Eastern Indian,n,E7.17.Ech.lame.1.20150620,yes,yes,Merulinidae,Echinopora,lamellosa,Echinopora lamellosa,Echinopora,lamellosa,20,20,24,S,Echinopora,lamellosa,XVII,26,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,15.97,mya,Coral Skeleton,0.694108476,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Ech.lame.2.20150620.S_S195,E7.17.Ech.lame.2.20150620_S,OSU_Miseq_v4_2107,ALVCP,Pollock198,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Merulinidae,17,FAV_Echinopora_lamellosa,n,robust,Unknown,hermaphrodite,spawner,E7.17.Ech.lame.2.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_224_S,Eastern Indian,n,E7.17.Ech.lame.2.20150620,yes,yes,Merulinidae,Echinopora,lamellosa,Echinopora lamellosa,Echinopora,lamellosa,28,22,14,S,Echinopora,lamellosa,XVII,26,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,15.97,mya,Coral Skeleton,0.694108476,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Ech.lame.3.20150620.S_S165,E7.17.Ech.lame.3.20150620_S,OSU_Miseq_v4_2107,AN5UL,Pollock541_WA_225_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Merulinidae,17,FAV_Echinopora_lamellosa,n,robust,Unknown,hermaphrodite,spawner,E7.17.Ech.lame.3.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_225_S,Eastern Indian,n,E7.17.Ech.lame.3.20150620,yes,yes,Merulinidae,Echinopora,lamellosa,Echinopora lamellosa,Echinopora,lamellosa,16,12,16,S,Echinopora,lamellosa,XVII,26,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,15.97,mya,Coral Skeleton,0.694108476,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Fav.abdi.1.20150623.S_S235,E7.17.Fav.abdi.1.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock238,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.6,Merulinidae,17,FAV_Favites_abdita,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Fav.abdi.1.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_259_S,Eastern Indian,n,E7.17.Fav.abdi.1.20150623,yes,yes,Merulinidae,Favites,abdita,Favites abdita,Favites,abdita,20,20,27,S,Favites,abdita,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Favites_abdita,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,33.9,mya,Coral Skeleton,1.33176492,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Fav.abdi.2.20150623.S_S246,E7.17.Fav.abdi.2.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock243,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.6,Merulinidae,17,FAV_Favites_abdita,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Fav.abdi.2.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_263_S,Eastern Indian,n,E7.17.Fav.abdi.2.20150623,yes,yes,Merulinidae,Favites,abdita,Favites abdita,Favites,abdita,5,30,20,S,Favites,abdita,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Favites_abdita,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,33.9,mya,Coral Skeleton,1.33176492,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Fav.spA.1.20150623.S_S233,E7.17.Fav_SpA.1.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock240,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV,n,robust,Unknown,Unknown,Unknown,E7.17.Fav_SpA.1.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_260_S,Eastern Indian,n,E7.17.Fav_SpA.1.20150623,yes,yes,Merulinidae,Dipsastraea,sp_A,Favia sp_A,Favia,sp_A,15,35,25,S,Dipsastraea,sp_A,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Dipsastraea_sp_A,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Fav.spA.2.20150623.S_S247,E7.17.Fav_SpA.2.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock242,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.4,Merulinidae,17,FAV,n,robust,Unknown,Unknown,Unknown,E7.17.Fav_SpA.2.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_262_S,Eastern Indian,n,E7.17.Fav_SpA.2.20150623,yes,yes,Merulinidae,Dipsastraea,sp_A,Favia sp_A,Favia,sp_A,8,20,20,S,Dipsastraea,sp_A,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Dipsastraea_sp_A,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Fav.spB.1.20150623.S_S248,E7.17.Fav_SpB.1.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock241,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.4,Merulinidae,17,FAV,n,robust,Unknown,Unknown,Unknown,E7.17.Fav_SpB.1.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_261_S,Eastern Indian,n,E7.17.Fav_SpB.1.20150623,yes,yes,Merulinidae,Dipsastraea,sp_B,Favia sp_B,Favia,sp_B,10,10,16,S,Dipsastraea,sp_B,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Dipsastraea_sp_B,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Fav.spC.1.20150623.S_S256,E7.17.Fav_SpC.1.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock249,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV,n,robust,Unknown,Unknown,Unknown,E7.17.Fav_SpC.1.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_267_S,Eastern Indian,n,E7.17.Fav_SpC.1.20150623,yes,yes,Merulinidae,Dipsastraea,sp_C,Favia sp_C,Favia,sp_C,10,30,30,S,Dipsastraea,sp_C,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Dipsastraea_sp_C,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Gon.edwa.1.20150623.S_S244,E7.17.Gon.edwa.1.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock245,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.9,Merulinidae,17,FAV_Goniastrea_edwardsi,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Gon.edwa.1.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_265_S,Eastern Indian,n,E7.17.Gon.edwa.1.20150623,yes,yes,Merulinidae,Goniastrea,edwardsi,Goniastrea edwardsi,Goniastrea,edwardsi,28,30,14,S,Goniastrea,edwardsi,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Goniastrea_edwardsi,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,65.5,mya,Coral Skeleton,1.165984194,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Gon.edwa.2.20150623.S_S242,E7.17.Gon.edwa.2.20150623_S,OSU_Miseq_v4_2107,ALVCP,Pollock247,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.7,Merulinidae,17,FAV_Goniastrea_edwardsi,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Gon.edwa.2.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_266_S,Eastern Indian,n,E7.17.Gon.edwa.2.20150623,yes,yes,Merulinidae,Goniastrea,edwardsi,Goniastrea edwardsi,Goniastrea,edwardsi,12,30,25,S,Goniastrea,edwardsi,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Goniastrea_edwardsi,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,65.5,mya,Coral Skeleton,1.165984194,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Hyd.exce.1.20150620.S_S198,E7.17.Hyd.exce.1.20150620_S,OSU_Miseq_v4_2107,ALVCP,Pollock195,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Merulinidae,17,MER_Hydnophora_exesa,n,robust,Generalist,hermaphrodite,spawner,E7.17.Hyd.exce.1.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_222_S,Eastern Indian,n,E7.17.Hyd.exce.1.20150620,yes,yes,Merulinidae,Hydnophora,exesa,Hydnophora exesa,Hydnophora,exesa,40,40,68,S,Hydnophora,exesa,XVII,26,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Hydnophora_exesa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,112,mya,Coral Skeleton,2.326216137,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Hyd.exes.1.20150622.S_S217,E7.17.Hyd.exes.1.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock224,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1.7,Merulinidae,17,MER_Hydnophora_exesa,n,robust,Generalist,hermaphrodite,spawner,E7.17.Hyd.exes.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_248_S,Eastern Indian,n,E7.17.Hyd.exes.1.20150622,yes,yes,Merulinidae,Hydnophora,exesa,Hydnophora exesa,Hydnophora,exesa,30,50,55,S,Hydnophora,exesa,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Hydnophora_exesa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,112,mya,Coral Skeleton,2.326216137,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Hyd.exes.2.20150622.S_S230,E7.17.Hyd.exes.2.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock227,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.5,Merulinidae,17,MER_Hydnophora_exesa,n,robust,Generalist,hermaphrodite,spawner,E7.17.Hyd.exes.2.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_249_S,Eastern Indian,n,E7.17.Hyd.exes.2.20150622,yes,yes,Merulinidae,Hydnophora,exesa,Hydnophora exesa,Hydnophora,exesa,25,25,30,S,Hydnophora,exesa,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Hydnophora_exesa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,112,mya,Coral Skeleton,2.326216137,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Pla.sine.1.20150622.S_S211,E7.17.Pla_Sine.1.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock214,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.6,Merulinidae,17,FAV_Platygyra_sinensis,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Pla_Sine.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_240_S,Eastern Indian,n,E7.17.Pla_Sine.1.20150622,yes,yes,Merulinidae,Platygyra,sinensis,Platygyra sinensis,Platygyra,sinensis,18,32,27,S,Platygyra,sinensis,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Platygyra_sinensis,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,55.8,mya,Coral Skeleton,4.082869145,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Pla.sine.2.20150622.S_S224,E7.17.Pla_Sine.2.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock217,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV_Platygyra_sinensis,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Pla_Sine.2.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_242_S,Eastern Indian,n,E7.17.Pla_Sine.2.20150622,yes,yes,Merulinidae,Platygyra,sinensis,Platygyra sinensis,Platygyra,sinensis,10,19,19,S,Platygyra,sinensis,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Platygyra_sinensis,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,55.8,mya,Coral Skeleton,4.082869145,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Pla.sine.3.20150622.S_S144,E7.17.Pla_Sine.3.20150622_S,OSU_Miseq_v4_2107,AN5UL,Pollock520_WA_243_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,FAV_Platygyra_sinensis,n,robust,Stress-tolerant,hermaphrodite,spawner,E7.17.Pla_Sine.3.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_243_S,Eastern Indian,n,E7.17.Pla_Sine.3.20150622,yes,yes,Merulinidae,Platygyra,sinensis,Platygyra sinensis,Platygyra,sinensis,29,40,20,S,Platygyra,sinensis,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Platygyra_sinensis,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,55.8,mya,Coral Skeleton,4.082869145,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Mer.ampl.1.20150621.S_S183,E7.17_Mer.ampl.1.20150621_S,OSU_Miseq_v4_2107,AN5UL,Pollock559_WA_232_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,MER_Merulina_ampliata,n,robust,Generalist,hermaphrodite,spawner,E7.17_Mer.ampl.1.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_232_S,Eastern Indian,n,E7.17_Mer.ampl.1.20150621,yes,yes,Merulinidae,Merulina,ampliata,Merulina ampliata,Merulina,ampliata,10,18,16,S,Merulina,ampliata,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Merulina_ampliata,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,5.33,mya,Coral Skeleton,0.316264545,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Mer.ampl.2.20150621.S_S185,E7.17_Mer.ampl.2.20150621_S,OSU_Miseq_v4_2107,AN5UL,Pollock561_WA_233_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,MER_Merulina_ampliata,n,robust,Generalist,hermaphrodite,spawner,E7.17_Mer.ampl.2.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_233_S,Eastern Indian,n,E7.17_Mer.ampl.2.20150621,yes,yes,Merulinidae,Merulina,ampliata,Merulina ampliata,Merulina,ampliata,5,12,9,S,Merulina,ampliata,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Merulina_ampliata,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,5.33,mya,Coral Skeleton,0.316264545,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Mer.ampl.3.20150621.S_S204,E7.17_Mer.ampl.3.20150621_S,OSU_Miseq_v4_2107,ALVCP,Pollock205,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Merulinidae,17,MER_Merulina_ampliata,n,robust,Generalist,hermaphrodite,spawner,E7.17_Mer.ampl.3.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_234_S,Eastern Indian,n,E7.17_Mer.ampl.3.20150621,yes,yes,Merulinidae,Merulina,ampliata,Merulina ampliata,Merulina,ampliata,15,20,25,S,Merulina,ampliata,XVII,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Merulina_ampliata,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,5.33,mya,Coral Skeleton,0.316264545,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.17.Myc.elep.1.20150622.S_S227,E7.17_Myc.elep.1.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock230,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.1,Lobophylliidae,19,PEC_Echinophyllia_aspera,n,robust,Unknown,hermaphrodite,spawner,E7.17_Myc.elep.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_250_S,Eastern Indian,n,E7.17_Myc.elep.1.20150622,yes,no,Lobophylliidae,Echinophyllia,aspera,Mycedium elephantotus,Mycedium,elephantotus,3,12,5,S,Echinophyllia,aspera,XIX,23,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Echinophyllia_aspera,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,15.97,mya,Coral Skeleton,0.253727386,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.19.Lob.hemp.1.20150619.S_S191,E7.19.Lob.hemp.1.20150619_S,OSU_Miseq_v4_2107,ALVCP,Pollock186,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,3,Lobophylliidae,19,MUS_Lobophyllia_hemprichii,n,robust,Unknown,hermaphrodite,spawner,E7.19.Lob.hemp.1.20150619_S,20150619,Bills Bommie,-23.205,113.7680556,organic material,WA_213_S,Eastern Indian,n,E7.19.Lob.hemp.1.20150619,yes,no,Lobophylliidae,Lobophyllia,hemprichii,Lobophyllia hemprichii,Lobophyllia,hemprichii,18,45,22,S,Lobophyllia,hemprichii,XIX,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Lobophyllia_hemprichii,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,15.97,mya,Coral Skeleton,0.849120427,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.19.Lob.hemp.1.20150621.S_S202,E7.19.Lob.hemp.1.20150621_S,OSU_Miseq_v4_2107,ALVCP,Pollock207,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Lobophylliidae,19,MUS_Lobophyllia_hemprichii,n,robust,Unknown,hermaphrodite,spawner,E7.19.Lob.hemp.1.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_235_S,Eastern Indian,n,E7.19.Lob.hemp.1.20150621,yes,no,Lobophylliidae,Lobophyllia,hemprichii,Lobophyllia hemprichii,Lobophyllia,hemprichii,25,25,50,S,Lobophyllia,hemprichii,XIX,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Lobophyllia_hemprichii,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,15.97,mya,Coral Skeleton,0.849120427,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.19.Lob.hemp.2.20150619.S_S189,E7.19.Lob.hemp.2.20150619_S,OSU_Miseq_v4_2107,ALVCP,Pollock188,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1.8,Lobophylliidae,19,MUS_Lobophyllia_hemprichii,n,robust,Unknown,hermaphrodite,spawner,E7.19.Lob.hemp.2.20150619_S,20150619,Bills Bommie,-23.205,113.7680556,organic material,WA_214_S,Eastern Indian,n,E7.19.Lob.hemp.2.20150619,yes,no,Lobophylliidae,Lobophyllia,hemprichii,Lobophyllia hemprichii,Lobophyllia,hemprichii,22,30,25,S,Lobophyllia,hemprichii,XIX,25,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Lobophyllia_hemprichii,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,15.97,mya,Coral Skeleton,0.849120427,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.3.Por.loba.1.20150619.S_S146,E7.3.Por.loba.1.20150619_S,OSU_Miseq_v4_2107,AN5UL,Pollock522_WA_209_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,4,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E7.3.Por.loba.1.20150619_S,20150619,Bills Bommie,-23.205,113.7680556,organic material,WA_209_S,Eastern Indian,n,E7.3.Por.loba.1.20150619,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,65,85,70,S,Porites,lobata,III,25,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Skeleton,3.912556992,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
