#SampleID,sample_name_backup,sequence_run,run_lane,sample_name_mf,BiologicalMatter,env_sample,Biological_group,coral_group,country,country_region,expedition_number,depth,family,host_clade_sensu_fukami_numeric,Huang_Roy_tree_name,outgroup,complex_robust,functional_group_sensu_darling,Sexual.system,Mode.of.larval.development,sample_name_first_demultiplexing,concatenated_date,reef_name,latitude,longitude,env_matter,local_sample_id,ocean_area,Symbio_ITS2_sequenced,colony_name,phylo_robust,phylo_complex,family_backup,host_genus_id,host_species_id,field_host_name,field_host_genus_id,field_host_species_id,colony_height_m,colony_width1,colony_width2,tissue_compartment,host_genus,host_species,host_clade_sensu_fukami,temperature,NCBI_inherited_blast_name,full_taxonomy_string_with_clade,taxonomy_string_to_clade,taxonomy_string_to_family,Genus.fossil.age,Genus.fossil.age.unit,sample_type_EMP,Species.age.phylogeny,Species.age.phylogeny.unit,Zooxanthellate,political_area,ocean,hemisphere,sampling_expedition,collected_by
E1.17.Ech.lame.1.20140905.T_S184,E1.17.Ech.lame.1.20140905_T,OSU_Miseq_v4_2107,ALVCP,Pollock177,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,2.1336,Merulinidae,17,FAV_Echinopora_lamellosa,n,robust,Unknown,hermaphrodite,spawner,E1.17.Ech.lame.1.20140905_T,20140905,Broadhurst,-18.86528,147.693611,organic material,Mon Tis 140905 .8.,Coral Sea,y,E1.17.Ech.lame.1.20140905,yes,yes,Merulinidae,Echinopora,lamellosa,Echinopora lamellosa,Echinopora,lamellosa,50,10,60,T,Echinopora,lamellosa,XVII,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,15.97,mya,Coral Tissue,0.694108476,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Ech.mamm.1.20140728.T_S299,E1.17.Ech_Mamm.1.20140728_T,OSU_Miseq_v4_2107,ALVCP,Pollock675_Ech_Tis_140728,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,None,Merulinidae,17,FAV_Echinopora_mammiformis,n,robust,Unknown,Unknown,Unknown,E1.17.Ech_Mamm.1.20140728_T,20140728,Big Vickie,-14.68463,145.44175,organic material,Ech Tis 140728,Coral Sea,n,E1.17.Ech_Mamm.1.20140728,yes,yes,Merulinidae,Echinopora,mammiformis,Echinopora mammiformis,Echinopora,mammiformis,40,200,140,T,Echinopora,mammiformis,XVII,None,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_mammiformis,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,15.97,mya,Coral Tissue,9.390921099,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Ech.mamm.1.20140815.T_S76,E1.17.Ech_Mamm.1.20140815_T,OSU_Miseq_v4_2107,AN5UL,Pollock452_Ech_Tis_140815,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Merulinidae,17,FAV_Echinopora_mammiformis,n,robust,Unknown,Unknown,Unknown,E1.17.Ech_Mamm.1.20140815_T,20140815,Trawler,-14.68344,145.46554,organic material,Ech Tis 140815,Coral Sea,y,E1.17.Ech_Mamm.1.20140815,yes,yes,Merulinidae,Echinopora,mammiformis,Echinopora mammiformis,Echinopora,mammiformis,30,45,30,T,Echinopora,mammiformis,XVII,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_mammiformis,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,15.97,mya,Coral Tissue,9.390921099,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Fav.sp.1.20140805.T_S354,E1.17.Fav_Sp.1.20140805_T,OSU_Miseq_v4_2107,ALVCP,Pollock359,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Merulinidae,17,FAV_Favites,n,robust,Stress-tolerant,Unknown,Unknown,E1.17.Fav_Sp.1.20140805_T,20140805,Trawler,-14.68344,145.46554,organic material,Fav1 Tis 140805,Coral Sea,n,E1.17.Fav_Sp.1.20140805,yes,yes,Merulinidae,Favites,sp1,Favites sp1,Favites,sp1,20,35,30,T,Favites,sp1,XVII,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Favites_sp1,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Fav.sp.1.20140811.T_S79,E1.17.Fav_Sp.1.20140811_T,OSU_Miseq_v4_2107,ALVCP,Pollock74,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.9624,Lobophylliidae,19,PEC_Echinophyllia_orpheensis,n,robust,Stress-tolerant,hermaphrodite,spawner,E1.17.Fav_Sp.1.20140811_T,20140811,Trawler,-14.68344,145.46554,organic material,Fav Tis 140811,Coral Sea,y,E1.17.Fav_Sp.1.20140811,yes,no,Lobophylliidae,Echinophyllia,orpheensis,Favites sp,Favites,sp,9,5,2,T,Echinophyllia,orpheensis,XIX,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Echinophyllia_orpheensis,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,15.97,mya,Coral Tissue,0.562951815,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Fav.sp.2.20140805.T_S367,E1.17.Fav_Sp.2.20140805_T,OSU_Miseq_v4_2107,ALVCP,Pollock362,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Merulinidae,17,FAV_Favites,n,robust,Stress-tolerant,Unknown,Unknown,E1.17.Fav_Sp.2.20140805_T,20140805,Trawler,-14.68344,145.46554,organic material,Fav2 Tis 140805,Coral Sea,n,E1.17.Fav_Sp.2.20140805,yes,yes,Merulinidae,Favites,sp2,Favites sp2,Favites,sp2,1,3.5,3.5,T,Favites,sp2,XVII,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Favites_sp2,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Hyd.exes.1.20140803.T_S346,E1.17.Hyd.exes.1.20140803_T,OSU_Miseq_v4_2107,ALVCP,Pollock351,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Merulinidae,17,MER_Hydnophora_exesa,n,robust,Generalist,hermaphrodite,spawner,E1.17.Hyd.exes.1.20140803_T,20140803,Big Vickie,-14.68463,145.44175,organic material,Hyd Tis 140803,Coral Sea,n,E1.17.Hyd.exes.1.20140803,yes,yes,Merulinidae,Hydnophora,exesa,Hydnophora exesa,Hydnophora,exesa,30,80,30,T,Hydnophora,exesa,XVII,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Hydnophora_exesa,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,112,mya,Coral Tissue,2.326216137,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.19.Lob.sp.1.20140730.T_S308,E1.19.Lob_Sp.1.20140730_T,OSU_Miseq_v4_2107,ALVCP,Pollock684_Lob_Tis_140730,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Lobophylliidae,19,MUS_Lobophyllia,n,robust,Stress-tolerant,Unknown,Unknown,E1.19.Lob_Sp.1.20140730_T,20140730,Trawler,-14.68344,145.46554,organic material,Lob Tis 140730,Coral Sea,n,E1.19.Lob_Sp.1.20140730,yes,no,Lobophylliidae,Lobophyllia,sp,Lobophyllia sp,Lobophyllia,sp,6,30,30,T,Lobophyllia,sp,XIX,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Lobophyllia_sp,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.19.Lob.sp.1.20140809.T_S71,E1.19.Lob_Sp.1.20140809_T,OSU_Miseq_v4_2107,ALVCP,Pollock66,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Lobophylliidae,19,MUS_Lobophyllia,n,robust,Stress-tolerant,Unknown,Unknown,E1.19.Lob_Sp.1.20140809_T,20140809,Horseshoe,-14.68716,145.44449,organic material,Lob Tis 140809,Coral Sea,y,E1.19.Lob_Sp.1.20140809,yes,no,Lobophylliidae,Lobophyllia,sp,Lobophyllia sp,Lobophyllia,sp,10,30,22,T,Lobophyllia,sp,XIX,23.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Lobophyllia_sp,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.19.Sym.sp.1.20140724.T_S305,E1.19_Sym_Sp.1.20140724_T,OSU_Miseq_v4_2107,ALVCP,Pollock312,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,2.4384,Lobophylliidae,19,MUS_Symphyllia,n,robust,Unknown,Unknown,Unknown,E1.19_Sym_Sp.1.20140724_T,20140724,Lagoon entrance,-14.689414,145.468137,organic material,Lob Tis 140724,Coral Sea,n,E1.19_Sym_Sp.1.20140724,yes,no,Lobophylliidae,Symphyllia,sp,Symphyllia sp,Symphyllia,sp,25,50,30,T,Symphyllia,sp,XIX,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Symphyllia_sp,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.19.Sym.sp.1.20140814.T_S91,E1.19_Sym_Sp.1.20140814_T,OSU_Miseq_v4_2107,ALVCP,Pollock94,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,7.0104,Lobophylliidae,19,MUS_Symphyllia,n,robust,Unknown,Unknown,Unknown,E1.19_Sym_Sp.1.20140814_T,20140814,Horseshoe,-14.68716,145.44449,organic material,Symp Tis 140814,Coral Sea,y,E1.19_Sym_Sp.1.20140814,yes,no,Lobophylliidae,Symphyllia,sp,Symphyllia sp,Symphyllia,sp,30,30,20,T,Symphyllia,sp,XIX,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Symphyllia_sp,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.19.Sym.sp.1.20140815.T_S79,E1.19_Sym_Sp.1.20140815_T,OSU_Miseq_v4_2107,AN5UL,Pollock455_Sym_Tis_140815,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Lobophylliidae,19,MUS_Symphyllia,n,robust,Unknown,Unknown,Unknown,E1.19_Sym_Sp.1.20140815_T,20140815,Trawler,-14.68344,145.46554,organic material,Sym Tis 140815,Coral Sea,y,E1.19_Sym_Sp.1.20140815,yes,no,Lobophylliidae,Symphyllia,sp,Symphyllia sp,Symphyllia,sp,15,17,17,T,Symphyllia,sp,XIX,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Symphyllia_sp,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.19.Sym.sp.1.20140905.T_S136,E1.19_Sym_Sp.1.20140905_T,OSU_Miseq_v4_2107,ALVCP,Pollock129,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Lobophylliidae,19,MUS_Symphyllia,n,robust,Unknown,Unknown,Unknown,E1.19_Sym_Sp.1.20140905_T,20140905,Broadhurst,-18.86528,147.693611,organic material,Sym Tis 140905 .2.,Coral Sea,y,E1.19_Sym_Sp.1.20140905,yes,no,Lobophylliidae,Symphyllia,sp,Symphyllia sp,Symphyllia,sp,25,25,20,T,Symphyllia,sp,XIX,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_XIX_Symphyllia_sp,Cnidaria_Anthozoa_Scleractinia_XIX,Cnidaria_Anthozoa_Scleractinia_Lobophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.2.Tur.pelt.1.20140814.T_S72,E1.2_Tur.pelt.1.20140814_T,OSU_Miseq_v4_2107,AN5UL,Pollock448_Turb1_Tis_140814,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,7.0104,Dendrophylliidae,2,DEN_Turbinaria,n,complex,Unknown,Unknown,Unknown,E1.2_Tur.pelt.1.20140814_T,20140814,Horseshoe,-14.68716,145.44449,organic material,Turb1 Tis 140814,Coral Sea,y,E1.2_Tur.pelt.1.20140814,no,yes,Dendrophylliidae,Turbinaria,peltata,Turbinaria peltata,Turbinaria,peltata,25,25,15,T,Turbinaria,peltata,II,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_II_Turbinaria_peltata,Cnidaria_Anthozoa_Scleractinia_II,Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.2.Tur.reni.1.20140730.T_S335,E1.2_Tur.reni.1.20140730_T,OSU_Miseq_v4_2107,ALVCP,Pollock330,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Dendrophylliidae,2,DEN_Turbinaria,n,complex,Unknown,gonochore,spawner,E1.2_Tur.reni.1.20140730_T,20140730,Trawler,-14.68344,145.46554,organic material,Tur Tis 140730,Coral Sea,n,E1.2_Tur.reni.1.20140730,no,yes,Dendrophylliidae,Turbinaria,reniformis,Turbinaria reniformis,Turbinaria,reniformis,2,22,18,T,Turbinaria,reniformis,II,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_II_Turbinaria_reniformis,Cnidaria_Anthozoa_Scleractinia_II,Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae,28.4,mya,Coral Tissue,0.876113954,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.2.Tur.reni.1.20140814.T_S74,E1.2_Tur.reni.1.20140814_T,OSU_Miseq_v4_2107,AN5UL,Pollock450_Turb2_Tis_140814,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,7.0104,Dendrophylliidae,2,DEN_Turbinaria,n,complex,Unknown,gonochore,spawner,E1.2_Tur.reni.1.20140814_T,20140814,Horseshoe,-14.68716,145.44449,organic material,Turb2 Tis 140814,Coral Sea,y,E1.2_Tur.reni.1.20140814,no,yes,Dendrophylliidae,Turbinaria,reniformis,Turbinaria reniformis,Turbinaria,reniformis,15,30,20,T,Turbinaria,reniformis,II,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_II_Turbinaria_reniformis,Cnidaria_Anthozoa_Scleractinia_II,Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae,28.4,mya,Coral Tissue,0.876113954,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.2.Tur.stel.1.20140805.T_S361,E1.2_Tur_Stel.1.20140805_T,OSU_Miseq_v4_2107,ALVCP,Pollock368,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Dendrophylliidae,2,DEN_Turbinaria,n,complex,Unknown,Unknown,Unknown,E1.2_Tur_Stel.1.20140805_T,20140805,Trawler,-14.68344,145.46554,organic material,Tur Tis 140805,Coral Sea,n,E1.2_Tur_Stel.1.20140805,no,yes,Dendrophylliidae,Turbinaria,stellulata,Turbinaria stellulata,Turbinaria,stellulata,3,16,8,T,Turbinaria,stellulata,II,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_II_Turbinaria_stellulata,Cnidaria_Anthozoa_Scleractinia_II,Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae,28.4,mya,Coral Tissue,0.905613305,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.3.Por.cyli.1.20140801.T_S351,E1.3.Por.cyli.1.20140801_T,OSU_Miseq_v4_2107,ALVCP,Pollock346,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.3528,Poritidae,3,POR_Porites_cylindrica,n,complex,Weedy,gonochore,spawner,E1.3.Por.cyli.1.20140801_T,20140801,Trawler,-14.68344,145.46554,organic material,Por Tis 140801,Coral Sea,n,E1.3.Por.cyli.1.20140801,no,yes,Poritidae,Porites,cylindrica,Porites cylindrica,Porites,cylindrica,80,100,70,T,Porites,cylindrica,III,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_cylindrica,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Tissue,1.811871403,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.3.Por.cyli.1.20140815.T_S120,E1.3.Por.cyli.1.20140815_T,OSU_Miseq_v4_2107,ALVCP,Pollock113,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Poritidae,3,POR_Porites_cylindrica,n,complex,Weedy,gonochore,spawner,E1.3.Por.cyli.1.20140815_T,20140815,Trawler,-14.68344,145.46554,organic material,Por Tis 140815,Coral Sea,y,E1.3.Por.cyli.1.20140815,no,yes,Poritidae,Porites,cylindrica,Porites cylindrica,Porites,cylindrica,100,100,60,T,Porites,cylindrica,III,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_cylindrica,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Tissue,1.811871403,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.3.Por.loba.1.20140724.T_S290,E1.3.Por.loba.1.20140724_T,OSU_Miseq_v4_2107,ALVCP,Pollock666_Por_Tis_140724,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,2.4384,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E1.3.Por.loba.1.20140724_T,20140724,Lagoon entrance,-14.689414,145.468137,organic material,Por Tis 140724,Coral Sea,n,E1.3.Por.loba.1.20140724,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,18,30,19,T,Porites,lobata,III,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Tissue,3.912556992,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.3.Por.loba.1.20140726.T_S317,E1.3.Por.loba.1.20140726_T,OSU_Miseq_v4_2107,ALVCP,Pollock316,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E1.3.Por.loba.1.20140726_T,20140726,Trawler,-14.683931,145.466483,organic material,Por Tis 140726,Coral Sea,n,E1.3.Por.loba.1.20140726,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,80,80,80,T,Porites,lobata,III,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Tissue,3.912556992,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.3.Por.loba.1.20140905.T_S123,E1.3.Por.loba.1.20140905_T,OSU_Miseq_v4_2107,ALVCP,Pollock126,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E1.3.Por.loba.1.20140905_T,20140905,Broadhurst,-18.86528,147.693611,organic material,Por Tis 140905 .4.,Coral Sea,y,E1.3.Por.loba.1.20140905,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,80,60,40,T,Porites,lobata,III,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Tissue,3.912556992,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.4.Pac.rugo.1.20140728.T_S302,E1.4.Pac.rugo.1.20140728_T,OSU_Miseq_v4_2107,ALVCP,Pollock678_Pach_Tis_140728,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.3528,Agariciidae,4,AGA_Pachyseris,n,complex,Generalist,gonochore,spawner,E1.4.Pac.rugo.1.20140728_T,20140728,Big Vickie,-14.68463,145.44175,organic material,Pach Tis 140728,Coral Sea,n,E1.4.Pac.rugo.1.20140728,yes,yes,Agariciidae,Pachyseris,rugosa,Pachyseris rugosa,Pachyseris,rugosa,60,130,70,T,Pachyseris,rugosa,IV,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_IV_Pachyseris_rugosa,Cnidaria_Anthozoa_Scleractinia_IV,Cnidaria_Anthozoa_Scleractinia_Agariciidae,33.9,mya,Coral Tissue,1.524518009,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.4.Pac.rugo.1.20140814.T_S69,E1.4.Pac.rugo.1.20140814_T,OSU_Miseq_v4_2107,AN5UL,Pollock445_Pach_Tis_140814,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,7.0104,Agariciidae,4,AGA_Pachyseris,n,complex,Generalist,gonochore,spawner,E1.4.Pac.rugo.1.20140814_T,20140814,Horseshoe,-14.68716,145.44449,organic material,Pach Tis 140814,Coral Sea,y,E1.4.Pac.rugo.1.20140814,yes,yes,Agariciidae,Pachyseris,rugosa,Pachyseris rugosa,Pachyseris,rugosa,300,400,300,T,Pachyseris,rugosa,IV,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_IV_Pachyseris_rugosa,Cnidaria_Anthozoa_Scleractinia_IV,Cnidaria_Anthozoa_Scleractinia_Agariciidae,33.9,mya,Coral Tissue,1.524518009,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.4.Pac.spec.1.20140801.T_S315,E1.4.Pac_Spec.1.20140801_T,OSU_Miseq_v4_2107,ALVCP,Pollock691_Pach_Tis_140801,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,2.7432,Agariciidae,4,AGA_Pachyseris,n,complex,Generalist,gonochore,spawner,E1.4.Pac_Spec.1.20140801_T,20140801,Trawler,-14.68344,145.46554,organic material,Pach Tis 140801,Coral Sea,n,E1.4.Pac_Spec.1.20140801,yes,yes,Agariciidae,Pachyseris,speciosa,Pachyseris speciosa,Pachyseris,speciosa,1,10,8,T,Pachyseris,speciosa,IV,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_IV_Pachyseris_speciosa,Cnidaria_Anthozoa_Scleractinia_IV,Cnidaria_Anthozoa_Scleractinia_Agariciidae,33.9,mya,Coral Tissue,1.559988321,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.4.Pac.spec.1.20140811.T_S64,E1.4.Pac_Spec.1.20140811_T,OSU_Miseq_v4_2107,AN5UL,Pollock440_Pach_Tis_140811,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.9624,Agariciidae,4,AGA_Pachyseris,n,complex,Generalist,gonochore,spawner,E1.4.Pac_Spec.1.20140811_T,20140811,Trawler,-14.68344,145.46554,organic material,Pach Tis 140811,Coral Sea,y,E1.4.Pac_Spec.1.20140811,yes,yes,Agariciidae,Pachyseris,speciosa,Pachyseris speciosa,Pachyseris,speciosa,15,30,20,T,Pachyseris,speciosa,IV,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_IV_Pachyseris_speciosa,Cnidaria_Anthozoa_Scleractinia_IV,Cnidaria_Anthozoa_Scleractinia_Agariciidae,33.9,mya,Coral Tissue,1.559988321,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.5.Gal.astr.1.20140728.T_S313,E1.5.Gal.astr.1.20140728_T,OSU_Miseq_v4_2107,ALVCP,Pollock320,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,4.8768,Euphylliidae,5,OCU_Galaxea_astreata,n,complex,Stress-tolerant,gonochore,spawner,E1.5.Gal.astr.1.20140728_T,20140728,Big Vickie,-14.68463,145.44175,organic material,Gal Tis 140728,Coral Sea,n,E1.5.Gal.astr.1.20140728,no,no,Euphylliidae,Galaxea,astreata,Galaxea astreata,Galaxea,astreata,1,10,5,T,Galaxea,astreata,V,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_V_Galaxea_astreata,Cnidaria_Anthozoa_Scleractinia_V,Cnidaria_Anthozoa_Scleractinia_Euphylliidae,23.03,mya,Coral Tissue,0.518269449,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.5.Gal.astr.1.20140807.T_S374,E1.5.Gal.astr.1.20140807_T,OSU_Miseq_v4_2107,ALVCP,Pollock371,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Euphylliidae,5,OCU_Galaxea_astreata,n,complex,Stress-tolerant,gonochore,spawner,E1.5.Gal.astr.1.20140807_T,20140807,Trawler,-14.68344,145.46554,organic material,Gal Tis 140807,Coral Sea,y,E1.5.Gal.astr.1.20140807,no,no,Euphylliidae,Galaxea,astreata,Galaxea astreata,Galaxea,astreata,3,10,5,T,Galaxea,astreata,V,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_V_Galaxea_astreata,Cnidaria_Anthozoa_Scleractinia_V,Cnidaria_Anthozoa_Scleractinia_Euphylliidae,23.03,mya,Coral Tissue,0.518269449,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
